Name,Platform,Year_of_Release,Genre,Publisher/Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Drop me
Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02,40,21,4.3,4,Supersonic Software,T,Codemasters
Mary King's Riding School,DS,2008,Simulation,Ghostlight,0,0.02,0,0,0.02,,,,,Coyote Console,,Ghostlight
Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,0.02,0,0,0,0.02,,,,,,,ValuSoft
Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,0.01,0.01,0,0,0.02,,,,,,,Agetec
Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,0,0.02,0,0,0.02,79,22,7.6,29,Cyan Worlds,E,Ubisoft
Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0,0,0.02,0,0.02,,,,,,,Kadokawa Games
Robopon 2: Cross Version,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0,0.02,,,,,,,Hudson Entertainment
Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02,,,,,,,Sunrise Interactive
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02,,,7.6,5,1st Playable Productions,E10+,Namco Bandai Games
TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,43,13,4.8,5,Konami Computer Entertainment Hawaii,T,Konami Digital Entertainment
Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,0.01,0,0,0,0.02,,,,,"Telegames, Inc.",E,Telegames
Kimikare: New Semester,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,,Marvelous Interactive
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0,0,0,0.02,48,4,2,53,Radical Entertainment,M,Activision
RoboCop,XB,2003,Shooter,Titus,0.01,0,0,0,0.02,30,9,3.6,12,Titus Software,M,Titus
Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,,,,Starfish
Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02,,,,,Purple Hills,T,O-Games
Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0,0,0.02,,,,,,,Neko Entertainment
Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02,73,13,6.4,75,Cyanide,T,Focus Home Interactive
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,50,16,5,14,Magenta Software,E10+,Sony Computer Entertainment
Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02,75,25,6.9,28,Team 17,E10+,Microsoft Game Studios
Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,0,0,0.02,0,0.02,,,,,,,CyberFront
NHL 2K3,GC,2002,Sports,Sega,0.01,0,0,0,0.02,89,11,7,6,Treyarch,E,Sega
The Hustle: Detroit Streets,XB,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,,,Blade Interactive,T,Activision
Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02,,,,,,,ArtDink
Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02,,,,,Revolution Software,,Koch Media
Barnyard Blast: Swine of the Night,DS,2008,Platform,Big Ben Interactive,0.02,0,0,0,0.02,,,,,"Sanuk Software Co., Ltd., Sanuk Games",E10+,Big Ben Interactive
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02,,,7.3,7,Telltale Games,T,Telltale Games
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,0.01,0,0,0,0.02,55,15,8,5,Art,E,Atari
Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02,62,7,,,Black Lantern Studios,E10+,Zoo Digital Publishing
Still Life 2,PC,2009,Adventure,Rondomedia,0,0.01,0,0,0.02,67,15,5.7,54,GameCo,M,Rondomedia
Virtua Quest,PS2,N/A,Role-Playing,Artificial Mind and Movement,0.01,0.01,0,0,0.02,53,17,7.6,5,Artificial Mind and Movement,T,Unknown
Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,73,5,,,Konami,E,Konami Digital Entertainment
Ozzy & Drix,GBA,2003,Platform,Midway Games,0.01,0,0,0,0.02,,,,,,,Midway Games
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,Tecmo Koei
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02,,,,,,,Yamasa Entertainment
Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,59,8,,,KCEO,E,Konami Digital Entertainment
Castle Shikigami 2,PS2,2004,Shooter,Play It,0.01,0.01,0,0,0.02,67,4,7.4,8,Alfa System,E,Play It
Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02,,,,,,,Acquire
Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02,,,,,,,Ubisoft
Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02,,,,,,,Zoo Digital Publishing
Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0,0,0.02,0,0.02,,,,,,,Mirai Shounen
The Cube,Wii,2012,Action,Funbox Media,0,0.02,0,0,0.02,,,,,,,Funbox Media
Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0,0.01,0,0,0.02,,,,,PopCap,E,Mastertronic
Peggle Nights,PC,2008,Puzzle,PopCap Games,0,0.01,0,0,0.02,76,15,8.1,24,PopCap,E,PopCap Games
Pulse Racer,XB,2003,Racing,Jaleco,0.01,0,0,0,0.02,24,7,2.8,17,Jaleco Entertainment,E,Jaleco
Freestyle Metal X,GC,2003,Racing,Midway Games,0.01,0,0,0,0.02,,,,,,,Midway Games
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,Konami Digital Entertainment
Spirits & Spells,GC,2003,Platform,Wanadoo,0.01,0,0,0,0.02,,,,,,,Wanadoo
Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,0,0.01,0,0,0.02,,,,,Oberon Media,T,Big Fish Games
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,,Nippon Ichi Software
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02,63,24,6.8,5,SCEA,E,Sony Computer Entertainment
Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Easy Interactive,0,0.02,0,0,0.02,,,,,Easy Interactive,E10+,Unknown
Rogue Trooper,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,71,37,8.5,11,Rebellion,T,Eidos Interactive
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02,69,16,6.5,22,Microsoft Game Studios,E,Microsoft Game Studios
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,82,31,7.9,244,Nixxes Software,T,Eidos Interactive
Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,0.02,,,,,,,Electronic Arts
Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,Konami Digital Entertainment
Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0,0,0.02,0,0.02,,,,,,,dramatic create
Robotics;Notes,PSV,2014,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,Konami Digital Entertainment
Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,0,0,0.02,0,0.02,,,,,,,ChunSoft
Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,0.02,0,0,0,0.02,,,,,Skyworks Technologies,T,Majesco Entertainment
Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0,0,0.02,0,0.02,,,,,,,Misawa
Ketsui Death Label,DS,2008,Shooter,Arika,0,0,0.02,0,0.02,,,,,,,Arika
This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02,,,,,,,Deep Silver
Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,0.02,0,0,0,0.02,,,,,Crave,E,Crave Entertainment
SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games,0.01,0,0,0,0.02,,,,,Bandai,E,Namco Bandai Games
Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,,Quinrose
Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0,0,0.02,0,0.02,,,,,,,Asgard
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,N/A,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,Konami Digital Entertainment
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.02,0,0,0,0.02,39,11,3.1,61,Atomic Motion,T,Evolved Games
Monster High 13 Wishes,3DS,2013,Action,Little Orbit,0,0.02,0,0,0.02,,,,,Game Machine Studios,E,Little Orbit
Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,,,1.8,4,Data Design Interactive,E,Popcorn Arcade
Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02,,,,,Virtual Play Inc.,T,Virtual Play Games
Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,,Prototype
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,0.02,0,0.02,,,,,,,Russel
Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02,,,,,,,Datam Polystar
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02,,,,,,,D3Publisher
Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02,42,4,7,5,WideScreen Games,T,10TACLE Studios
Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,0,0.02,0,0,0.02,,,,,Lightning Fish Games,T,Black Bean Games
Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.01,0,0,0.02,,,,,Asylum Entertainment,E,SouthPeak Games
East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.02,67,28,5.7,49,Nitro Games,T,Paradox Interactive
Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,,Nippon Ichi Software
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,0,0,0.02,0,0.02,,,,,,,Culture Brain
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02,62,20,6.5,11,"Neverland, Idea Factory",E10+,Idea Factory
Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02,,,,,,,Yeti
Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0,0,0.02,,,,,Neko Entertainment,E,Game Factory
Without Warning,XB,N/A,Shooter,Capcom,0.01,0,0,0,0.02,45,25,2,5,CiRCLE,M,Capcom
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,,Alchemist
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,0,0,0.02,0,0.02,,,,,,,Tomy Corporation
Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02,64,5,8.8,71,Bandai,E,Namco Bandai Games
Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02,70,26,,,"Yuke's, Yuke's Company of America",E,Ignition Entertainment
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,Tecmo Koei
Wild West Shootout,Wii,2010,Shooter,Funbox Media,0.01,0.01,0,0,0.02,,,,,Funbox Media,T,Unknown
MuvLuv Double Pack,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,0.02,0,0,0,0.02,,,,,Kemco,E,Midas Interactive Entertainment
Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,0.01,0,0,0,0.02,71,19,7.8,6,Jaleco Entertainment,T,Jaleco
Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0,0,0,0.02,42,29,4,4,Secret Level,M,Capcom
Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,,Takara Tomy
Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02,,,,,,,Midas Interactive Entertainment
Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02,45,10,7.5,4,Babylon Software,T,Wanadoo
Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0,0.01,0,0,0.02,,,,,,,Nordic Games
Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0,0,0.02,0,0.02,,,,,,,GungHo
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Cross + Channel,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,,CyberFront
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,49,15,6,29,HB Studios Multimedia,T,FuRyu Corporation
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,,Nippon Ichi Software
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,0.02,0,0,0,0.02,,,,,Cauldron Ltd.,T,Activision
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Micro Machines V4,PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02,61,18,,,Supersonic Software,E,Codemasters
Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,72,6,5.6,16,Kalypso,M,Kalypso Media
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,,Marvelous Interactive
Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Hurry Up Hedgehog!,DS,2009,Racing,O-Games,0.02,0,0,0,0.02,,,,,,,O-Games
L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Battle Engine Aquila,XB,2003,Shooter,Atari,0.01,0,0,0,0.02,76,28,,,Lost Toys,T,Atari
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02,87,59,8.7,2089,Larian Studios,M,Focus Home Interactive
One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0,0.02,62,12,,,Capcom,E,Capcom
Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,0.01,0.01,0,0,0.02,,,,,,,Psygnosis
Uchi no 3 Shimai DS,DS,2008,Misc,Culture Brain,0,0,0.02,0,0.02,,,,,,,Culture Brain
Airline Tycoon,PC,2000,Simulation,Interplay,0,0.01,0,0,0.02,,,8,9,Spellbound,E,Interplay
Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,0.02,0,0.02,,,,,,,Square Enix
Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0,0,0.02,0,0.02,,,,,,,CyberFront
Kaleidoeve,PSV,2015,Adventure,HuneX,0,0,0.02,0,0.02,,,,,,,HuneX
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment,0.01,0,0,0,0.02,,,,,,,Crave Entertainment
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.02,0,0,0.02,77,12,7.2,11,Revolution Software,T,Revolution Software
My Ballet Studio,DS,2009,Simulation,505 Games,0.01,0,0,0,0.02,,,,,505 Games,E,505 Games
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,0,0,0.02,0,0.02,,,,,,,Hudson Soft
Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,0,0.02,,,7.8,5,Ubisoft,T,Ubisoft
Bomberman 2,DS,2008,Puzzle,Hudson Soft,0,0.01,0,0,0.02,,,,,,,Hudson Soft
Unreal Tournament 2004,PC,2004,Shooter,Atari,0,0.01,0,0,0.02,93,48,8.9,537,Epic Games,M,Atari
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,Sunrise Interactive,0,0,0.02,0,0.02,,,,,,,Sunrise Interactive
Cube,PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02,60,18,,,Metia Interactive,E,D3Publisher
Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0,0.01,0,0,0.02,76,30,7.6,61,Flying Lab Software,T,Koch Media
Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,75,21,7.3,206,Avalanche Studios,M,Eidos Interactive
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0,0,0,0.02,36,6,4,5,Team 17,T,Global Star
Dunamis 15,X360,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,5pb
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,0,0,0.02,0,0.02,,,,,,,Gakken
Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,,Kadokawa Shoten
Big Bass Fishing,PS,2002,Action,Take-Two Interactive,0,0,0.02,0,0.02,,,7.2,6,Coresoft,E,Take-Two Interactive
Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Reine des Fleurs,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02,,,,,,,Taito
Namco Museum 50th Anniversary (JP sales),PS2,2005,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.01,0,0,0.02,38,5,,,Monkey Bar Games,E,D3Publisher
The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0,0,0,0.02,51,8,7.6,47,ValuSoft,M,Visco
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02,56,36,5.4,105,Akella,T,Kalypso Media
The Longest Journey,PC,1999,Adventure,Empire Interactive,0,0.01,0,0,0.02,91,26,8.9,439,Funcom,M,Empire Interactive
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,Gust,0,0,0.02,0,0.02,,,,,,,Gust
Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,0.02,0,0,0,0.02,,,,,Vanpool,E,Konami Digital Entertainment
Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0,0,0.02,,,,,,,Saurus
Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,0.02,0,0.02,,,,,,,Jaleco
WTA Tour Tennis,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,66,9,,,Now Production,E,Konami Digital Entertainment
Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02,52,22,6,38,Ubisoft Montreal,T,Ubisoft
Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,0.01,0,0,0,0.02,57,17,6.7,7,Rebellion,M,Vivendi Games
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.02,,,,,Big Ant Studios,,Tru Blu Entertainment
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Platypus,PSP,2006,Shooter,Funsta,0.02,0,0,0,0.02,59,14,,,Squashy Software,E,Funsta
Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.01,0,0,0,0.02,59,9,,,Hokus Pokus,E,Ubisoft
Pro Rally,GC,2002,Racing,Ubisoft,0.01,0,0,0,0.02,64,11,,,Ubisoft,E,Ubisoft
Kimi ni Todoke: Sodateru Omoi,DS,2009,Adventure,Banpresto,0,0,0.02,0,0.02,,,,,,,Banpresto
Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0,0.01,0,0,0.02,,,,,1C:Ino-Co,,Paradox Interactive
Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,0.02,0,0,0,0.02,,,,,,,Storm City Games
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
Zombie Hunters 2,PS2,2006,Action,Essential Games,0,0,0.02,0,0.02,,,,,,,Essential Games
Memories Off #5: Encore,PS2,2007,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,,CyberFront
Custom Drive,PSP,2012,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Dark Void,PC,2010,Action,Capcom,0,0.01,0,0,0.02,57,22,5.1,67,Airtight Games,T,Capcom
LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0,0.01,0,0,0.02,,,,,,,Eidos Interactive
Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009,Adventure,Revolution (Japan),0,0,0.02,0,0.02,,,,,,,Revolution (Japan)
Konductra,DS,2006,Puzzle,O3 Entertainment,0.02,0,0,0,0.02,60,14,,,oeFun,E,O3 Entertainment
Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,0.01,0,0,0,0.02,59,17,,,Adrenium,T,Sega
Cookie & Cream,DS,2007,Platform,505 Games,0.01,0,0,0,0.02,,,,,,,505 Games
Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,Tecmo Koei
The Incredibles: Rise of the Underminer,PC,2005,Action,THQ,0.01,0,0,0,0.02,65,5,,,Heavy Iron Studios,E10+,THQ
Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,,Idea Factory
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02,57,19,7.2,44,FireFly Studios,T,Take-Two Interactive
Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,Vanpool,E,Konami Digital Entertainment
Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,,Marvelous Interactive
Ore wa Shoujo Mangaka,PSP,2012,Action,Giza10,0,0,0.02,0,0.02,,,,,,,Giza10
Emergency 2012,DS,2010,Simulation,Rondomedia,0,0.01,0,0,0.02,,,,,,,Rondomedia
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,0.02,0,0.02,,,,,,,Sega
Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,0.01,0,0,0,0.02,,,,,,,Microsoft Game Studios
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0,0,0.02,0,0.02,,,,,,,Sega
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,0.02,0,0.02,,,,,,,Disney Interactive Studios
Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.02,0,0.02,,,,,Otomate,,Idea Factory
Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions,0.01,0,0,0,0.02,57,7,,,Tate Interactive,E,JoWood Productions
The Dark Hills of Cherai,PC,2009,Puzzle,ChaYoWo Games,0,0.01,0,0,0.02,,,,,ChaYoWo Games,,Unknown
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02,60,5,,,Boomzap,E10+,Majesco Entertainment
Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ,0.02,0,0,0,0.02,31,4,,,THQ,E,THQ
Dream C Club: GoGo ,PS3,2014,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,,D3Publisher
Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,,Namco Bandai Games
